0.391921527,0.441822603,0.409364497,0.326964792,0.292596323,0.269326119
0.306071369,0.380809357,0.369395247,0.31169698,0.289049327,0.281214989
0.274278325,0.258339491,0.343090749,0.297865367,0.227395652,0.233176802
0.272871922,0.235444129,0.323818264,0.23578699,0.207296012,0.200233606
0.277228195,0.234403431,0.260607614,0.185365069,0.204734293,0.188332817
0.364693333,0.259669615,0.273718147,0.26662654,0.260654891,0.265434674
0.446300446,0.3224502,0.311458606,0.224720507,0.30231977,0.364955543
0.441568735,0.387478447,0.319622893,0.228248433,0.274066967,0.300469595
0.382160139,0.314032244,0.444220638,0.264779147,0.30049085,0.296679459
0.403917666,0.413292691,0.510291769,0.339825034,0.360832876,0.366975757
0.364544349,0.428367421,0.660270315,0.437391242,0.325375239,0.379174513
0.359407404,0.514197318,0.660306071,0.569390479,0.337875935,0.381701271
0.388691569,0.662838589,0.657445591,0.709506329,0.387533869,0.346952397
0.434077853,0.691503977,0.788991919,0.593460227,0.465610871,0.341553241
0.415669472,0.588702693,0.972360611,0.687391242,0.451195045,0.330772806
0.403583943,0.65086748,0.980948011,0.635294749,0.38271833,0.288294677
0.400014302,0.707859566,0.960674358,0.723927916,0.406598969,0.368948297
0.414674263,0.748927121,1,0.646677076,0.381024886,0.378256776
0.580945627,0.692520043,0.904394413,0.670639556,0.557826591,0.477521394
0.636629639,0.563405719,0.983319826,0.712068842,0.613611714,0.555600582
0.545696169,0.531938452,0.971419036,0.663547949,0.700525415,0.450603085
0.633971777,0.534992809,0.943183714,0.74892732,0.831394762,0.465632524
0.500685323,0.426446132,0.714285714,0.754654239,0.717287431,0.465858978
0.482658339,0.393273104,0.464935282,0.507556435,0.32972893,0.300666253
