-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.000924943,-0.000632758,-8.95E-04,-0.001061971,-0.001061971,-0.001061971
0.022768148,0.036545082,0.031139735,0.007532287,-0.000376115,-0.001061971
0.14561423,0.188190139,0.178017197,0.135572608,0.068762632,0.017209928
0.314608955,0.391982403,0.415059436,0.381804323,0.30485652,0.14577267
0.506149156,0.624806304,0.65428985,0.658417834,0.530065203,0.319182282
0.639191018,0.813138039,0.803411154,0.839184166,0.707458635,0.482798637
0.745448083,0.913755381,0.960865506,0.978015484,0.855342543,0.635461272
0.817747765,0.962681277,0.979492823,0.941116269,0.904697652,0.656717824
0.849701107,0.9535616,1,0.942572197,0.897016061,0.640411428
0.829206776,0.882975917,0.901634922,0.870430955,0.861276307,0.576299202
0.678471104,0.806385673,0.832992189,0.77645079,0.702153204,0.49874105
0.533610531,0.660616857,0.670086671,0.588182145,0.513148887,0.294761228
0.333167757,0.45025807,0.432693296,0.382245384,0.26856808,0.097482957
0.150654311,0.20840299,0.194734678,0.160075023,0.050970191,0.001687164
0.028107978,0.053249004,0.053586722,0.019980473,-0.000526561,-0.001061971
-0.000809325,0.002247839,0.002457949,-0.00092066,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971,-0.001061971
