-0.000332533,-0.000303192,-0.000303192,-0.000303192,-0.000303192,-0.000303192
-0.000332533,-0.000303192,-0.000303192,-0.000303192,-0.000303192,-0.000303192
-0.000332533,-0.000303192,-0.000303192,-0.000303192,-0.000303192,-0.000303192
-0.000332533,-0.000303192,-0.000303192,-0.000303192,-0.000305718,-0.000303192
-0.000185827,0.000894416,-5.86823E-05,-0.000327643,-0.000336038,-0.000332533
0.026257879,0.033411739,0.032705596,0.008396458,0.000320878,-0.000447452
0.091739979,0.099563143,0.095705923,0.062623783,0.031660807,0.006890279
0.268420126,0.330630688,0.328104904,0.227697062,0.11808311,0.0545892
0.497246823,0.54745327,0.607593977,0.615513641,0.510239,0.317480965
0.638981667,0.75557172,0.777447418,0.825535109,0.715191622,0.519712359
0.764706026,0.889597668,0.960242749,0.920505059,0.825391745,0.643788724
0.788484579,0.941516742,1,0.927720535,0.91943427,0.721821498
0.891904778,0.900621217,0.981140979,0.923705689,0.951355316,0.660080395
0.811935489,0.86132503,0.912487591,0.861297074,0.832524333,0.581169831
0.642712882,0.789284125,0.806989061,0.758894034,0.762504707,0.511049386
0.489016632,0.613238317,0.653339267,0.58766156,0.541419753,0.338388976
0.319001814,0.417151529,0.401154574,0.374199843,0.278029432,0.10560856
0.137553731,0.19601099,0.191167337,0.161505885,0.064140231,0.003007467
0.035194703,0.061843553,0.064631206,0.028727426,0.00161955,-0.000317862
0.000875344,0.00829735,0.006628654,0.000330088,-0.00038657,-0.000317862
-0.000366764,-0.000346144,-0.00038877,-0.000398551,-0.000401729,-0.000342313
-0.000317862,-0.000310772,-0.000334978,-0.000352094,-0.000315825,-0.000312972
-0.000315417,-0.000298139,-0.000303192,-0.000312972,-0.000298139,-0.000303192
-0.000322753,-0.000303192,-0.000303192,-0.000303192,-0.000303192,-0.000303192
